round,accuracy,recall,precision,f1score,fpr
0,0.8500341621294473,0.0,0.0,0.0,0.0
1,0.6212188196688756,0.8332256081219555,0.2610164301975871,0.39750908147379344,0.416184119037686
2,0.6212188196688756,0.8332256081219555,0.2610164301975871,0.39750908147379344,0.416184119037686
3,0.6212188196688756,0.8332256081219555,0.2610164301975871,0.39750908147379344,0.416184119037686
